id	name	chromosome
27416	RPS15AP25	8
27417	NULL	8
27418	EXPH5	11
27419	HAUS1P3	8
27420	NULL	8
27421	HNRNPKP5	5
27422	RPL21P54	5
27423	MTND5P10	5
27424	NULL	5
27425	GOLPH3	5
27426	BECN1	17
27427	PSME2P1	5
27428	NULL	20
27429	NULL	5
27430	CENPA	2
27431	RPL5P2	20
27432	NULL	5
27433	SPINT3	20
27434	RPL37	5
27435	WFDC6	20
27436	FBL	19
27437	NULL	9
27438	C9orf147	9
27439	TOMM70	3
27440	EPPIN-WFDC6	20
27441	NTNG2	9
27442	NULL	14
27443	NULL	11
27444	PDGFD	11
27445	LINC01592	8
27446	ANKRD34B	5
27447	C14orf93	14
27448	NULL	20
27449	HSPD1P21	20
27450	NULL	15
27451	EPPIN	20
27452	GOLGA6D	15
27453	MTCO1P6	3
27454	NULL	2
27455	NULL	3
27456	DBH	9
27457	SERTAD2	2
27458	CA3-AS1	8
27459	PSMC1P5	5
27460	NULL	5
27461	NULL	5
27462	BCYRN1	2
27463	SENP7	3
27464	ACTBP2	5
27465	ACTBL2	5
27466	SLC4A1AP	2
27467	LINC00535	8
27468	ATG10-IT1	5
27469	NUDT12	5
27470	NDUFAF4P1	15
27471	DERL3	22
27472	NULL	8
27473	IREB2	15
27474	NULL	8
27475	RNA5SP485	20
27476	HNRNPA1P3	20
27477	LINC02155	8
27478	SSR4	X
27479	LINC02715	11
27480	WFDC3	20
27481	PDP1	8
27482	MED28P5	11
27483	OSBPL9P3	11
27484	NULL	1
27485	NULL	11
27486	DUX4L21	10
27487	EEF1A1P33	12
27488	FOXI2	10
27489	PRAMEF7	1
27490	CUL5	11
27491	NULL	6
27492	LINC01572	16
27493	GJA1	6
27494	DMBT1L1	10
27495	KRT75	12
27496	NULL	5
27497	NULL	5
27498	GPR199P	1
27499	STX7	6
27500	DAB2	5
27501	JCHAINP1	8
27502	TRPA1	8
27503	THRAP3	1
27504	LINC02408	12
27505	PAEP	9
27506	NULL	12
27507	BICD1	12
27508	CYP2T1P	19
27509	CRISPLD2	16
27510	NULL	10
27511	SLC18A2	10
27512	NULL	19
27513	KCNC3	19
27514	SOST	17
27515	NULL	22
27516	SLC2A11	22
27517	WNT3	17
27518	RPL35AP18	6
27519	MTFR2	6
27520	CYCSP45	X
27521	DBIL5P2	2
27522	NULL	2
27523	NULL	2
27524	L1CAM	X
27525	NULL	17
27526	NULL	2
27527	NULL	17
27528	FBXL12P1	2
27529	ATG16L2	11
27530	TNNT1	19
27531	FTOP1	2
27532	NULL	17
27533	SPINT5P	20
27534	TBC1D26-AS1	17
27535	RNU6ATAC38P	20
27536	DNTTIP1	20
27537	NULL	2
27538	NULL	2
27539	NULL	2
27540	MEIS1-AS2	2
27541	CNP	17
27542	EFEMP1	2
27543	NULL	1
27544	NULL	8
27545	LINC01786	1
27546	RARG	12
27547	MSC-AS1	8
27548	RIMKLA	1
27549	NULL	10
27550	NULL	10
27551	NULL	15
27552	RPS10P18	10
27553	C15orf61	15
27554	NKX6-2	10
27555	NULL	6
27556	LINC02534	6
27557	NULL	6
27558	NULL	6
27559	NULL	6
27560	KRT18P22	6
27561	MROCKI	6
27562	PPCDC	15
27563	ENPP4	6
27564	RORB	9
27565	ABRAXAS2	10
27566	NULL	1
27567	NULL	1
27568	NULL	6
27569	LINC01398	1
27570	NULL	6
27571	NULL	6
27572	NUS1	6
27573	ZNF286A	17
27574	PADI6	1
27575	NAE1	16
27576	NULL	10
27577	NULL	8
27578	NULL	6
27579	SHTN1	10
27580	NULL	6
27581	NULL	8
27582	NULL	1
27583	NULL	6
27584	NULL	1
27585	NULL	8
27586	NULL	1
27587	NULL	6
27588	NULL	1
27589	CDH17	8
27590	NULL	14
27591	PSMB5	14
27592	MIR34AHG	1
27593	PADI4	1
27594	SENP6	6
27595	NPM1P43	15
27596	NULL	15
27597	ISLR	15
27598	NULL	9
27599	NULL	9
27600	NULL	9
27601	MRPS2	9
27602	UBE2C	20
27603	NULL	14
27604	PPIAP46	15
27605	PSMB11	14
27606	C14orf119	14
27607	NULL	15
27608	NULL	15
27609	DNM1P33	15
27610	HCN4	15
27611	LMLN2	14
27612	LINC02811	1
27613	BEND5	1
27614	SLC7A8	14
27615	NULL	9
27616	NULL	9
27617	NULL	15
27618	ANP32BP1	15
27619	PTPN3	9
27620	NULL	15
27621	GPBP1	5
27622	NULL	1
27623	C1orf122	1
27624	EDC3	15
27625	HSPE1P24	1
27626	LINC01654	1
27627	NULL	10
27628	EPHA10	1
27629	PNLIPRP1	10
27630	FSHR	2
27631	NULL	8
27632	PDE7A-DT	8
27633	NULL	8
27634	NULL	8
27635	NULL	8
27636	GDF6	8
27637	NULL	4
27638	NULL	4
27639	SLC34A2	4
27640	PRAMEF31P	1
27641	FAAHP1	1
27642	NULL	12
27643	MIR3150BHG	8
27644	NULL	12
27645	NULL	12
27646	TNNC2	20
27647	NULL	8
27648	NULL	8
27649	NULL	12
27650	REXO1L4P	8
27651	MRPS16P1	8
27652	LYZ	12
27653	FHL3	1
27654	NSMAF	8
27655	NULL	15
27656	NULL	3
27657	NULL	17
27658	DCBLD2	3
27659	NOS2P1	17
27660	NULL	11
27661	MAP2K5	15
27662	NULL	11
27663	NULL	11
27664	ZSWIM1	20
27665	RPS13P3	2
27666	EHD3	2
27667	NTS	12
27668	SNAP23P1	20
27669	CSE1L-AS1	20
27670	PPP2R1B	11
27671	CSE1L	20
27672	NULL	17
27673	NULL	17
27674	NULL	17
27675	NULL	17
27676	NULL	17
27677	RND2	17
27678	NULL	2
27679	NULL	2
27680	NULL	1
27681	NULL	1
27682	NULL	2
27683	RHBDL2	1
27684	ARL4D	17
27685	NAV3	12
27686	CNTD1	17
27687	PAPOLG	2
27688	NULL	1
27689	NULL	1
27690	TMEM35B	1
27691	NULL	9
27692	LINC00474	9
27693	MELK	9
27694	TRERF1	6
27695	ZNF29P	17
27696	RPS26P8	17
27697	CDRT4	17
27698	INPP5B	1
27699	MTND6P35	17
27700	MTCYBP13	17
27701	HOXB9	17
27702	MESTP3	4
27703	LINC00971	3
27704	NULL	4
27705	NULL	17
27706	NULL	17
27707	RPS26P24	4
27708	PPIAP54	17
27709	ZNF876P	4
27710	ZNF624	17
27711	MT2P1	4
27712	NULL	4
27713	NULL	4
27714	UGT2B10	4
27715	ACTG1P13	3
27716	ACTR3P3	3
27717	CMSS1	3
27718	NULL	4
27719	STAU1	20
27720	NULL	10
27721	GPR26	10
27722	NULL	17
27723	ATRNL1	10
27724	KRTAP4-2	17
27725	NULL	17
27726	LINC02144	5
27727	LINC01948	5
27728	NULL	17
27729	KCNJ18	17
27730	LINC02232	4
27731	RNU6-1138P	14
27732	RNF212B	14
27733	FLJ40194	17
27734	MSH3	5
27735	MTDH	8
27736	RPS17P5	6
27737	SIM1-AS1	6
27738	NULL	4
27739	NULL	4
27740	NULL	4
27741	CD2AP	6
27742	NULL	4
27743	NULL	4
27744	NULL	4
27745	LINC02380	4
27746	NULL	X
27747	NULL	22
27748	NULL	1
27749	NULL	1
27750	NULL	22
27751	LCA10	X
27752	NULL	4
27753	RN7SL268P	22
27754	MIF	22
27755	FAM183A	1
27756	KAT2A	17
27757	NULL	3
27758	ATP1B1P1	4
27759	LINC02050	3
27760	ZBTB12BP	4
27761	ARHGAP4	X
27762	NULL	3
27763	PSMA2P2	8
27764	TLR1	4
27765	NIT2	3
27766	UBE2V1P8	1
27767	NULL	8
27768	NULL	1
27769	C1orf94	1
27770	MIF-AS1	22
27771	NULL	22
27772	NULL	22
27773	NULL	14
27774	NULL	22
27775	RNU6-1046P	14
27776	NULL	22
27777	HOMEZ	14
27778	GSTT2	22
27779	NULL	11
27780	LINC01797	2
27781	NULL	11
27782	RUNX1T1	8
27783	NULL	11
27784	NULL	11
27785	NULL	11
27786	NULL	2
27787	PGAM1P6	2
27788	H3P37	14
27789	SUSD2	22
27790	NULL	2
27791	NULL	2
27792	PPP1R3E	14
27793	NULL	1
27794	NULL	2
27795	PPP4R3B-DT	2
27796	PRKCE-AS1	2
27797	NULL	2
27798	SCYL1	11
27799	SULT1B1	4
27800	AFTPH	2
27801	ZMYM4	1
27802	NULL	10
27803	LINC02627	10
27804	NULL	10
27805	GNG10P1	10
27806	NULL	10
27807	STK32C	10
27808	DUSP12P1	3
27809	LINC01399	22
27810	NXPE3	3
27811	NULL	22
27812	FBXL4	6
27813	NULL	22
27814	EFS	14
27815	TOM1	22
27816	EBLN2	3
27817	IGFBP7-AS1	4
27818	NDUFA4P2	3
27819	SPNS3	17
27820	NULL	14
27821	IL25	14
27822	R3HDM2P2	6
27823	OCIAD1-AS1	4
27824	NULL	6
27825	SHISA3	4
27826	UBE2J1	6
27827	ANKDD1A	15
27828	CBLB	3
27829	KRT18P18	16
27830	CXCL5	4
27831	NULL	16
27832	CMTM5	14
27833	RPL23AP60	10
27834	NULL	16
27835	C16orf86	16
27836	UBE2M	19
27837	UROS	10
27838	ARMC2	6
27839	SMIM14	4
27840	THRA1/BTR	17
27841	NULL	16
27842	NULL	16
27843	RFLNB	17
27844	COQ9	16
27845	NULL	17
27846	NULL	17
27847	EML6-AS1	2
27848	KRT14	17
27849	LINC01824	2
27850	LINC01819	2
27851	NULL	4
27852	NULL	4
27853	NULL	4
27854	NULL	4
27855	SOD3	4
27856	CEACAM6	19
27857	NULL	4
27858	NULL	2
27859	NULL	2
27860	NULL	2
27861	PRR30	2
27862	NULL	4
27863	HSPB9	17
27864	SNX18P25	4
27865	NULL	17
27866	NULL	4
27867	DCAF4L1	4
27868	NULL	19
27869	NULL	4
27870	NULL	2
27871	HOXB-AS2	17
27872	EIF5AP3	19
27873	PPBP	4
27874	NULL	2
27875	KRT43P	17
27876	SCML4	6
27877	CHAC2	2
27878	ZNF507	19
27879	NULL	17
27880	NULL	4
27881	NULL	4
27882	NULL	4
27883	KCTD8	4
27884	DMC1	22
27885	CRLF3	17
27886	NULL	4
27887	HMGB1P44	4
27888	NULL	15
27889	NULL	4
27890	MTND3P5	4
27891	ARPC3P1	20
27892	NULL	20
27893	MTND6P16	4
27894	HNRNPA1P67	4
27895	SLCO4A1	20
27896	SEMA7A	15
27897	MIR208A	14
27898	GBA3	4
27899	MYH7	14
27900	RTN4	2
27901	NULL	16
27902	NPIPB14P	16
27903	LINC01154	12
27904	SLC35E3	12
27905	NULL	16
27906	NULL	6
27907	NULL	16
27908	NULL	16
27909	CFAP20	16
27910	NULL	17
27911	CALHM5	6
27912	NULL	17
27913	NULL	17
27914	NULL	6
27915	VN1R71P	17
27916	CFAP97D1	17
27917	NULL	19
27918	ANKS1A	6
27919	PLAUR	19
27920	RAB5CP2	5
27921	NULL	5
27922	SPZ1	5
27923	LINC02261	4
27924	NULL	1
27925	NULL	5
27926	YWHAQP7	12
27927	UTP11	1
27928	NULL	5
27929	SPIC	12
27930	NULL	20
27931	NULL	17
27932	KRTAP9-2	17
27933	NULL	20
27934	SDAD1	4
27935	SLCO4A1-AS1	20
27936	NULL	16
27937	NULL	12
27938	NULL	16
27939	SNRPGP20	12
27940	NULL	16
27941	NULL	12
27942	LINC02874	12
27943	MAST4	5
27944	LINC00686	20
27945	CDH13	16
27946	NTSR1	20
27947	JUP	17
27948	CFAP97P1	1
27949	NULL	9
27950	DBH-AS1	9
27951	NULL	12
27952	SOCS5P2	9
27953	OR8T1P	12
27954	HNRNPA1P70	12
27955	INIP	9
27956	NULL	20
27957	LINC00659	20
27958	NULL	12
27959	MRGBP	20
27960	ISCA1P4	15
27961	USP48	1
27962	DUX4L52	12
27963	LINC02490	15
27964	NULL	12
27965	PLA2G4E	15
27966	NULL	12
27967	NULL	12
27968	OGFR-AS1	20
27969	FAM186A	12
27970	OGFR	20
27971	NULL	9
27972	NULL	9
27973	NULL	9
27974	RPS29P31	22
27975	CBY1	22
27976	NULL	15
27977	MRPS15P1	15
27978	NULL	15
27979	EHMT1	9
27980	KRT8P50	15
27981	LINC02452	12
27982	ANKRD34C-AS1	15
27983	NULL	12
27984	IFNG-AS1	12
27985	NULL	12
27986	NSA2P2	12
27987	NULL	12
27988	GIHCG	12
27989	NULL	6
27990	CNOT6LP1	15
27991	NULL	15
27992	NULL	15
27993	HNRNPA3P11	15
27994	NULL	12
27995	NULL	14
27996	MIR208B	14
27997	RPL36AP45	15
27998	NULL	12
27999	COL9A3	20
28000	NULL	15
28001	NGDN	14
28002	NULL	15
28003	HACE1	6
28004	NIFKP4	15
28005	NULL	15
28006	GOLGA6C	15
28007	ALX1	12
28008	NULL	16
28009	GINS2	16
28010	NULL	12
28011	CYP2F2P	19
28012	NAA10	X
28013	EIF5A2P1	15
28014	NULL	12
28015	NULL	15
28016	NULL	3
28017	CTRB1	16
28018	NULL	15
28019	NULL	19
28020	DENND6A-AS1	3
28021	HNRNPA1P17	3
28022	NULL	22
28023	NULL	22
28024	ZNF345	19
28025	PDLIM1P4	3
28026	MTND4P16	3
28027	MUCL1	12
28028	UBE2Q2	15
28029	NULL	3
28030	NULL	22
28031	TOMM22	22
28032	LNP1	3
28033	NULL	11
28034	TFAMP2	11
28035	USP2-AS1	11
28036	GTPBP1	22
28037	LINC01990	3
28038	CCER1	12
28039	MTND6P6	3
28040	RPL38P4	3
28041	NULL	16
28042	NULL	16
28043	NULL	19
28044	NULL	12
28045	EPHA6	3
28046	LINC01801	19
28047	NULL	11
28048	KRT1	12
28049	MPHOSPH6	16
28050	ZNF223	19
28051	LINC02700	11
28052	CHKA	11
28053	CHST11	12
28054	ZFHX2-AS1	14
28055	NULL	19
28056	NULL	19
28057	NLRP11	19
28058	ZFHX2	14
28059	NULL	12
28060	NULL	12
28061	LINC02396	12
28062	NULL	17
28063	C1GALT1P1	12
28064	NULL	17
28065	NULL	12
28066	NULL	12
28067	NULL	16
28068	NULL	12
28069	NULL	16
28070	PRDX3P1	22
28071	NULL	12
28072	TMEM106A	17
28073	NTAN1P3	12
28074	CCDC102A	16
28075	NULL	22
28076	SNRPF	12
28077	NULL	22
28078	NULL	22
28079	NULL	22
28080	NULL	22
28081	NULL	22
28082	CYP2D6	22
28083	NULL	14
28084	THTPA	14
28085	NULL	16
28086	NULL	16
28087	LINC02136	16
28088	ARLNC1	16
28089	NULL	4
28090	AFM	4
28091	LINC01490	12
28092	TMPRSS5	11
28093	AP1G2	14
28094	CKS1BP7	8
28095	NULL	15
28096	NULL	10
28097	PSMC2P2	8
28098	DIP2B	12
28099	C15orf54	15
28100	C10orf120	10
28101	POP1	8
28102	ADAMTS7	15
28103	SEC63P2	4
28104	LINC01164	10
28105	CD200R1L-AS1	3
28106	DCK	4
28107	NULL	3
28108	MZF1-AS1	19
28109	NULL	17
28110	DUX4L11	10
28111	NULL	10
28112	CDV3P1	3
28113	BUB3	10
28114	NULL	19
28115	NULL	19
28116	NULL	17
28117	RPS29P26	19
28118	LINC00879	3
28119	KRT16	17
28120	ZNF284	19
28121	NULL	5
28122	NULL	5
28123	NULL	5
28124	CD180	5
28125	SLC25A1P5	19
28126	NULL	16
28127	NULL	19
28128	HAUS5-DT	19
28129	LINC01081	16
28130	CEACAM3	19
28131	NULL	5
28132	COX6CP16	16
28133	NULL	16
28134	RPL7P24	5
28135	NULL	6
28136	NULL	17
28137	NCOA7-AS1	6
28138	NULL	5
28139	NULL	6
28140	NULL	17
28141	LYPLA1P3	6
28142	TCFL5	20
28143	NULL	16
28144	NULL	6
28145	NULL	16
28146	IL7R	5
28147	LINC02128	16
28148	TENT5A	6
28149	WNK4	17
28150	RENBP	X
28151	RPL21P104	12
28152	PPIAP44	12
28153	IL17REL	22
28154	NULL	6
28155	RNF217-AS1	6
28156	USP15	12
28157	DPH3P1	20
28158	ARF4P2	20
28159	DIDO1	20
28160	TTLL8	22
28161	STAU2-AS1	8
28162	PA2G4P5	6
28163	ERICH5	8
28164	RAP1BP3	6
28165	NULL	6
28166	DPY19L3	19
28167	NULL	6
28168	NULL	15
28169	NULL	6
28170	NULL	6
28171	TRIM60P15	8
28172	NULL	6
28173	HSP90AB4P	15
28174	NULL	6
28175	RPL23AP48	6
28176	C15orf56	15
28177	SLC25A6P6	6
28178	NULL	8
28179	FAM135A-AS1	6
28180	NULL	8
28181	NULL	8
28182	NULL	16
28183	NULL	8
28184	NULL	8
28185	NULL	16
28186	CYP1A1	15
28187	BVES	6
28188	NULL	16
28189	FABP12	8
28190	POMGNT1	1
28191	CIBAR2	16
28192	MLC1	22
28193	CABS1	4
28194	ZMYND10	3
28195	DUTP7	4
28196	IRF5P1	8
28197	NULL	17
28198	NULL	8
28199	TMPRSS11B	4
28200	COX7C	5
28201	NULL	8
28202	NULL	8
28203	TOR1B	9
28204	COX6B1P6	8
28205	NULL	16
28206	NULL	8
28207	HCFC1	X
28208	DERPC	16
28209	UBE2W	8
28210	FOXC2	16
28211	PSME3	17
28212	NQO1-DT	16
28213	NULL	16
28214	NULL	5
28215	NULL	5
28216	NULL	5
28217	NULL	4
28218	EEF1B2P2	5
28219	CLEC18A	16
28220	NULL	5
28221	ST3GAL1P1	4
28222	NULL	5
28223	NULL	4
28224	NULL	5
28225	LINC02493	4
28226	VAV2	9
28227	NULL	5
28228	NULL	4
28229	DGKQ	4
28230	RPL12P2	6
28231	LINC02061	5
28232	NULL	5
28233	HSPD1P11	5
28234	GRK5-IT1	10
28235	NULL	6
28236	BTF3L4P3	6
28237	BNIP3	10
28238	LINC02059	5
28239	NULL	6
28240	RGS7BP	5
28241	FAM229B	6
28242	NULL	6
28243	SOGA3	6
28244	PPIAP79	5
28245	RASGRF2-AS1	5
28246	TSLP	5
28247	NULL	10
28248	FANK1-AS1	10
28249	LINC02085	3
28250	CTBP2	10
28251	MYH15	3
28252	LINC00604	5
28253	NULL	15
28254	NLRP4	19
28255	LINC02255	15
28256	RBBP4P1	5
28257	NULL	15
28258	NULL	20
28259	PLXNB2	22
28260	IL6ST	5
28261	GFRA4	20
28262	FAM184A	6
28263	HCFC1-AS1	X
28264	TMEM187	X
28265	NULL	15
28266	NULL	15
28267	MIR3202-1	X
28268	MIR3202-2	X
28269	IRAK1	X
28270	NULL	2
28271	PSMA4	15
28272	NULL	2
28273	LINC01833	2
28274	ADAM33	20
28275	RPL7P12	2
28276	LINC01883	2
28277	HADHB	2
28278	FEZF2	3
28279	ELMOD1	11
28280	A1BG	19
28281	NULL	1
28282	NULL	1
28283	RPS23P1	8
28284	KRT8P3	8
28285	AKR7L	1
28286	NULL	8
28287	SMR3B	4
28288	CCDC191	3
28289	C8orf34-AS1	8
28290	NULL	8
28291	NULL	4
28292	SLIRPP2	4
28293	IRGC	19
28294	NULL	4
28295	ACTN4P2	1
28296	UNC93B4	4
28297	ZFAND1	8
28298	C1orf216	1
28299	CEACAM16	19
28300	UBE2K	4
28301	BCDIN3D	12
28302	SHMT1P1	1
28303	COLCA1	11
28304	NULL	16
28305	NULL	1
28306	NULL	1
28307	HNRNPA1P52	19
28308	NULL	1
28309	NULL	19
28310	NULL	12
28311	NULL	1
28312	BCAR1	16
28313	ACTL8	1
28314	NULL	9
28315	NULL	11
28316	NULL	11
28317	NULL	11
28318	PHBP12	1
28319	TMEM250	9
28320	NULL	11
28321	PGAM1P8	11
28322	SMG9	19
28323	PPCS	1
28324	NULL	11
28325	NULL	11
28326	NULL	9
28327	DSCAML1	11
28328	SETX	9
28329	IPP	1
28330	NULL	4
28331	COX7B2	4
28332	LINC00592	12
28333	GRM2	3
28334	NULL	4
28335	CXCL1	4
28336	YBX2P1	10
28337	NULL	12
28338	CLUHP5	10
28339	NULL	10
28340	NULL	10
28341	TPH2	12
28342	RLF	1
28343	C10orf88	10
28344	TMEM128	4
28345	LINC00682	4
28346	NULL	1
28347	ARMS2	10
28348	NULL	4
28349	CTNNBIP1	1
28350	CSN3	4
28351	NULL	12
28352	NULL	12
28353	EDRF1	10
28354	NULL	12
28355	MIR718	X
28356	RNU6-934P	X
28357	PTGES	9
28358	NANOGNBP3	X
28359	NULL	12
28360	RPL21P132	X
28361	RPSAP12	12
28362	CCDC59	12
28363	GUCA1C	3
28364	TIMM8A	X
28365	NULL	4
28366	NULL	4
28367	NULL	9
28368	NULL	9
28369	NULL	4
28370	NULL	9
28371	TTF1	9
28372	UGT2B11	4
28373	LGALS13	19
28374	BTK	X
28375	SHROOM3	4
28376	NULL	3
28377	ASB14	3
28378	NULL	22
28379	DGCR2	22
28380	NULL	12
28381	IGFL2-AS1	19
28382	NULL	12
28383	RPS4XP1	12
28384	NULL	12
28385	NULL	19
28386	LNCOG	12
28387	CYP2A6	19
28388	NULL	12
28389	KRT18	12
28390	NULL	14
28391	RPL18AP8	3
28392	NULL	9
28393	NULL	17
28394	PRAC2	17
28395	NULL	1
28396	DNAH12	3
28397	JPH4	14
28398	SLC44A1	9
28399	SYCE1L	16
28400	A1BG-AS1	19
28401	EPN3	17
28402	CLSPN	1
28403	NULL	16
28404	NULL	4
28405	NULL	19
28406	NULL	16
28407	IGFL1P1	19
28408	HSPA12B	20
28409	NULL	16
28410	NULL	16
28411	NULL	16
28412	MZF1	19
28413	NULL	16
28414	NULL	16
28415	NULL	4
28416	GSE1	16
28417	NULL	14
28418	ANKRD17	4
28419	NULL	14
28420	EIF4A1P4	12
28421	NULL	12
28422	NULL	12
28423	BRD7P1	14
28424	NULL	14
28425	RN7SKP205	14
28426	NULL	14
28427	NULL	14
28428	LINC00596	14
28429	NULL	19
28430	DHRS4	14
28431	NULL	19
28432	SLC4A8	12
28433	ECH1	19
28434	FEZ2	2
28435	NULL	5
28436	NULL	5
28437	PDZPH1P	5
28438	C20orf27	20
28439	LINC01556	6
28440	LINC02865	6
28441	NFKBIZ	3
28442	MTCO1P22	5
28443	NULL	5
28444	NULL	5
28445	VTA1	6
28446	NULL	5
28447	FLJ31104	5
28448	NULL	5
28449	C1GALT1P2	5
28450	SLF1	5
28451	NULL	6
28452	NULL	6
28453	NULL	6
28454	FCF1P10	6
28455	LINC00951	6
28456	NT5DC1	6
28457	ANKK1	11
28458	NULL	22
28459	NULL	22
28460	TSSK1A	22
28461	ESS2	22
28462	MIR2117HG	17
28463	NULL	10
28464	KRT17P3	17
28465	ARHGEF17	11
28466	NULL	10
28467	ZNF790-AS1	19
28468	DUX4L10	10
28469	LINC02247	9
28470	NULL	10
28471	SPEF1	20
28472	BRD3OS	9
28473	RPL15P13	10
28474	NULL	10
28475	NULL	10
28476	TCERG1L	10
28477	NULL	19
28478	NULL	17
28479	KYNUP2	17
28480	RPL21P120	17
28481	NULL	17
28482	NULL	15
28483	NLRP13	19
28484	NULL	5
28485	FKBP1AP2	15
28486	RPRML	17
28487	NULL	5
28488	NULL	5
28489	HMGB3P16	5
28490	NULL	5
28491	UBE2V1P4	9
28492	CYP11A1	15
28493	CCNO	5
28494	NULL	17
28495	NULL	9
28496	NAMA	9
28497	TPD52L1	6
28498	CENPB	20
28499	NULL	5
28500	MRPS28	8
28501	RPS3AP21	5
28502	LINC01730	20
28503	KRT18P15	3
28504	NPAP1P4	9
28505	CCDC200	17
28506	CRYBG3	3
28507	NULL	20
28508	RALGPS1	9
28509	WDR41	5
28510	AP5S1	20
28511	RPL36A	X
28512	NULL	19
28513	BCL3	19
28514	NULL	10
28515	BAG4	8
28516	GRK5	10
28517	RAI1-AS1	17
28518	SH3GL1P2	17
28519	NULL	17
28520	NULL	17
28521	MAVS	20
28522	NULL	17
28523	NULL	17
28524	NULL	17
28525	COL8A1	3
28526	MRPL45P2	17
28527	RPL36A-HNRNPH2	X
28528	DCAF4L2	8
28529	LINC02732	11
28530	NULL	15
28531	TSSK2	22
28532	NULL	8
28533	NULL	8
28534	NPM1P47	15
28535	NULL	8
28536	LINC01227	16
28537	NULL	15
28538	GSC2	22
28539	LINC02698	11
28540	SLCO5A1	8
28541	NULL	15
28542	LINC01311	22
28543	NULL	11
28544	DNM1P34	15
28545	SLC25A1	22
28546	TARM1	19
28547	NULL	11
28548	WNT9B	17
28549	NULL	11
28550	HNRNPH2	X
28551	CPLX3	15
28552	SMARCE1P1	11
28553	NULL	11
28554	PPIAP90	X
28555	DHRS4L2	14
28556	NULL	11
28557	NULL	15
28558	CCNQ	X
28559	MVD	16
28560	GOLGA6A	15
28561	MYADML	2
28562	NULL	11
28563	NULL	11
28564	NULL	19
28565	BLOC1S3	19
28566	NULL	2
28567	NULL	17
28568	PANK2-AS1	20
28569	MIR103A2	20
28570	MIR103B2	20
28571	H2ACP2	2
28572	SIGLEC1	20
28573	NULL	2
28574	SLCO2B1	11
28575	NULL	2
28576	ADD3-AS1	10
28577	OXER1	2
28578	NBR2	17
28579	NULL	2
28580	NULL	2
28581	NULL	19
28582	VDAC2P5	2
28583	NULL	19
28584	NULL	10
28585	NULL	19
28586	VDAC1P13	2
28587	NULL	3
28588	PPIAP38	10
28589	CNNM1	10
28590	LYPD4	19
28591	LINC00910	17
28592	RBM5-AS1	3
28593	NULL	3
28594	SLC3A1	2
28595	NULL	3
28596	ARMC10P1	3
28597	NULL	19
28598	TDRD12	19
28599	NEPRO	3
28600	STRA6	15
28601	NORAD	20
28602	NULL	17
28603	SMCR2	17
28604	ODAD4	17
28605	TRAF6P1	10
28606	DUX4L12	10
28607	NULL	8
28608	NULL	10
28609	NULL	20
28610	HMGB3P8	10
28611	EDRF1-DT	10
28612	HNRNPA1P36	8
28613	NULL	8
28614	NULL	20
28615	HMGB3P2	20
28616	NULL	20
28617	NULL	10
28618	NULL	X
28619	CIBAR1	8
28620	EPB41L1	20
28621	NIP7P1	10
28622	PHACTR2P1	10
28623	ADRB1	10
28624	KRT18P48	X
28625	SLC6A8	X
28626	DPYSL4	10
28627	KRTAP9-4	17
28628	NULL	22
28629	USP18	22
28630	NULL	16
28631	NULL	16
28632	GFOD2	16
28633	LGALS9	17
28634	NULL	9
28635	MVB12B	9
28636	HAUS5	19
28637	NULL	12
28638	SOCS2-AS1	12
28639	NULL	16
28640	SLC12A4	16
28641	NULL	12
28642	CAND1	12
28643	NUTF2P7	X
28644	RNU1-56P	X
28645	SOCS5P4	X
28646	SNX12	X
28647	FAM230D	22
28648	FCN2	9
28649	NULL	6
28650	NULL	6
28651	GGTLC5P	22
28652	TMEM151B	6
28653	FAM230J	22
28654	NULL	10
28655	LINC01613	9
28656	NULL	6
28657	RPL32P15	6
28658	NULL	10
28659	RPL21P66	6
28660	ADGRD2	9
28661	NULL	6
28662	NULL	10
28663	NULL	6
28664	WNT8B	10
28665	NULL	1
28666	ADGRF1	6
28667	SLC25A3P1	1
28668	OXCT2	1
28669	SCART1	10
28670	NULL	22
28671	PPP1R26P3	22
28672	GNL2	1
28673	FOXO4	X
28674	TUBA8	22
28675	H3P12	3
28676	ALCAM	3
28677	NULL	19
28678	BUB1P1	10
28679	OLMALINC	10
28680	CXorf65	X
28681	NULL	19
28682	ZNF497	19
28683	CACNA1B	9
28684	NULL	19
28685	KRT72	12
28686	NULL	X
28687	NULL	19
28688	NULL	19
28689	NULL	19
28690	TBX1	22
28691	CYP2G1P	19
28692	NULL	10
28693	ZNF488	10
28694	GJA4	1
28695	IL2RG	X
28696	NULL	19
28697	RPL12P41	19
28698	RPL31P61	19
28699	NULL	10
28700	NULL	14
28701	NULL	10
28702	TRAJ38	14
28703	Y_RNA	14
28704	ZNF382	19
28705	TCL1A	14
28706	RPL5P27	10
28707	DUX4L22	10
28708	P3R3URF-PIK3R3	1
28709	DUX4L13	10
28710	NULL	10
28711	NULL	10
28712	TUBAP8	1
28713	RPS26P39	10
28714	CCDC172	10
28715	NULL	1
28716	LINC02812	1
28717	RPS3AP11	1
28718	NULL	1
28719	LINC02793	1
28720	NULL	1
28721	NULL	1
28722	NULL	2
28723	NULL	8
28724	NULL	1
28725	NULL	2
28726	FCF1P6	1
28727	PRLR	5
28728	NULL	8
28729	MORN1	1
28730	RGS10	10
28731	NULL	8
